seqnames,start,end,width,strand,Conc,Conc_E50h,Conc_GM3D,Fold,p.value,FDR,feature_id,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,distanceToTSS
4,17015134,17017007,1874,*,9.96,10.12,9.78,0.34,0.00161,0.00351,E50h_GM3D_19292,Promoter (<=1kb),4,17011788,17015256,3469,2,AT4G35920,0
1,3239452,3240804,1353,*,10.32,10.46,10.17,0.29,0.00161,0.00352,E50h_GM3D_764,Promoter (<=1kb),1,3236995,3239554,2560,2,AT1G09940,0
1,25656156,25656506,351,*,8.31,8.03,8.55,-0.52,0.00161,0.00353,E50h_GM3D_5449,Promoter (<=1kb),1,25654905,25655444,540,2,AT1G68430,-712
4,252418,253124,707,*,8.47,8.73,8.15,0.58,0.00162,0.00353,E50h_GM3D_15889,Promoter (<=1kb),4,250955,252598,1644,2,AT4G00585,0
4,6523648,6524014,367,*,6.58,7,6,1,0.00162,0.00353,E50h_GM3D_16670,Promoter (<=1kb),4,6520771,6522882,2112,2,AT4G10560,-766
3,16551275,16552226,952,*,8.47,8.69,8.22,0.48,0.00162,0.00354,E50h_GM3D_14123,Promoter (1-2kb),3,16548828,16549730,903,2,AT3G45200,-1545
5,419006,419291,286,*,6.46,5.94,6.85,-0.91,0.00162,0.00354,E50h_GM3D_19858,Promoter (<=1kb),5,419091,419773,683,1,AT5G02120,0
2,19295108,19295554,447,*,6.83,6.37,7.17,-0.8,0.00162,0.00354,E50h_GM3D_10896,Promoter (<=1kb),2,19292049,19294260,2212,2,AT2G46960,-848
2,15785195,15786064,870,*,9.25,9.04,9.43,-0.39,0.00163,0.00355,E50h_GM3D_9940,Promoter (1-2kb),2,15781615,15783433,1819,2,AT2G37630,-1762
4,11542162,11542590,429,*,8.16,8.41,7.86,0.56,0.00163,0.00355,E50h_GM3D_17905,Promoter (<=1kb),4,11535525,11542268,6744,2,AT4G21710,0
4,14348355,14348635,281,*,6.75,6.25,7.11,-0.86,0.00163,0.00355,E50h_GM3D_18631,Promoter (<=1kb),4,14348801,14349701,901,1,AT4G29110,-166
5,21622199,21622559,361,*,7.87,8.15,7.52,0.63,0.00163,0.00355,E50h_GM3D_24219,Promoter (2-3kb),5,21617813,21619267,1455,2,AT5G53290,-2932
1,29085200,29085848,649,*,7.96,8.21,7.66,0.55,0.00163,0.00355,E50h_GM3D_6381,Promoter (<=1kb),1,29085811,29086864,1054,1,AT1G77400,0
1,20402849,20403831,983,*,8.12,8.38,7.81,0.58,0.00163,0.00356,E50h_GM3D_4207,Promoter (<=1kb),1,20401377,20403041,1665,2,AT1G54630,0
3,21793886,21794514,629,*,8.53,8.76,8.27,0.49,0.00163,0.00356,E50h_GM3D_15405,Promoter (<=1kb),3,21792142,21794029,1888,2,AT3G58975,0
2,667177,667398,222,*,5.59,6.14,4.68,1.46,0.00163,0.00356,E50h_GM3D_6900,Promoter (<=1kb),2,667041,668284,1244,1,AT2G02490,136
2,11170018,11170820,803,*,7.96,7.61,8.23,-0.62,0.00163,0.00356,E50h_GM3D_8716,Promoter (1-2kb),2,11167257,11168473,1217,2,AT2G26240,-1545
4,18480621,18481467,847,*,8.83,9.03,8.6,0.43,0.00164,0.00357,E50h_GM3D_19716,Promoter (1-2kb),4,18478929,18481343,2415,1,AT4G39830,1692
1,4260231,4260548,318,*,6.9,6.46,7.24,-0.78,0.00164,0.00357,E50h_GM3D_1012,Promoter (<=1kb),1,4260783,4261869,1087,1,AT1G12490,-235
1,25068569,25068801,233,*,6.17,5.54,6.61,-1.07,0.00164,0.00357,E50h_GM3D_5305,Downstream (<1kb),1,25061731,25065446,3716,2,AT1G67110,-3123
1,1964910,1965768,859,*,7.91,7.58,8.18,-0.6,0.00164,0.00358,E50h_GM3D_472,Promoter (<=1kb),1,1963380,1965051,1672,2,AT1G06440,0
1,29513515,29513722,208,*,5.85,5.09,6.34,-1.25,0.00164,0.00359,E50h_GM3D_6516,Promoter (<=1kb),1,29511599,29513051,1453,2,AT1G78440,-464
1,12872624,12872800,177,*,5.94,6.42,5.23,1.19,0.00165,0.00359,E50h_GM3D_3131,Promoter (<=1kb),1,12870738,12872194,1457,2,AT1G35170,-430
1,11348263,11349348,1086,*,9.22,9.01,9.4,-0.39,0.00165,0.0036,E50h_GM3D_2817,Promoter (<=1kb),1,11349840,11355486,5647,1,AT1G31710,-492
1,7448413,7448691,279,*,7.2,7.51,6.81,0.7,0.00165,0.0036,E50h_GM3D_1795,Promoter (<=1kb),1,7447490,7448463,974,2,AT1G21280,0
4,16959953,16961203,1251,*,9.2,9.38,9,0.39,0.00166,0.00361,E50h_GM3D_19278,Promoter (<=1kb),4,16955518,16960170,4653,2,AT4G35790,0
4,13072685,13074062,1378,*,10.07,9.9,10.22,-0.32,0.00166,0.00361,E50h_GM3D_18303,Promoter (<=1kb),4,13074133,13076429,2297,1,AT4G25630,-71
1,1761931,1762573,643,*,7.63,7.9,7.29,0.62,0.00166,0.00361,E50h_GM3D_432,Promoter (<=1kb),1,1762224,1762814,591,1,AT1G05835,0
1,26935718,26936113,396,*,8.21,8.46,7.89,0.57,0.00166,0.00361,E50h_GM3D_5824,Promoter (<=1kb),1,26932905,26935825,2921,2,AT1G71490,0
2,17296313,17296584,272,*,6.9,7.26,6.43,0.83,0.00166,0.00362,E50h_GM3D_10346,Promoter (<=1kb),2,17295074,17296420,1347,2,AT2G41475,0
2,7939580,7939967,388,*,8.66,8.89,8.39,0.5,0.00166,0.00362,E50h_GM3D_7861,Promoter (<=1kb),2,7939907,7941678,1772,1,AT2G18250,0
3,6313002,6313684,683,*,8,8.26,7.67,0.59,0.00166,0.00363,E50h_GM3D_12542,Promoter (<=1kb),3,6310736,6313319,2584,2,AT3G18380,0
3,3660047,3660376,330,*,7.75,7.42,8.01,-0.59,0.00167,0.00364,E50h_GM3D_11871,Promoter (<=1kb),3,3660377,3663734,3358,1,AT3G11590,-1
1,7140676,7143349,2674,*,10.6,10.46,10.74,-0.28,0.00167,0.00364,E50h_GM3D_1722,Promoter (<=1kb),1,7143067,7146540,3474,1,AT1G20620,0
5,17130153,17130358,206,*,6.38,5.82,6.78,-0.96,0.00168,0.00365,E50h_GM3D_23066,Promoter (<=1kb),5,17130186,17132843,2658,1,AT5G42720,0
3,10977001,10977711,711,*,7.52,7.16,7.8,-0.64,0.00168,0.00365,E50h_GM3D_13668,Promoter (<=1kb),3,10976108,10977492,1385,2,AT3G28950,0
1,29783415,29784287,873,*,8.42,8.13,8.66,-0.53,0.00168,0.00365,E50h_GM3D_6576,Promoter (1-2kb),1,29782273,29782622,350,1,AT1G79170,1142
5,26133437,26133726,290,*,7.05,7.37,6.63,0.75,0.00168,0.00365,E50h_GM3D_25432,Promoter (2-3kb),5,26131426,26133259,1834,1,AT5G65400,2011
5,18079954,18081109,1156,*,9.26,9.05,9.44,-0.39,0.00168,0.00366,E50h_GM3D_23316,Promoter (<=1kb),5,18075610,18079988,4379,2,AT5G44790,0
2,1612838,1613201,364,*,7.4,7.69,7.04,0.66,0.00168,0.00366,E50h_GM3D_7111,Promoter (<=1kb),2,1610506,1612902,2397,2,AT2G04620,0
1,27981878,27982621,744,*,9.69,9.87,9.49,0.39,0.00168,0.00366,E50h_GM3D_6093,Promoter (<=1kb),1,27982131,27982280,150,2,AT1G74448,0
1,19021689,19022317,629,*,8.53,8.76,8.26,0.5,0.00168,0.00366,E50h_GM3D_3881,Promoter (<=1kb),1,19018979,19021804,2826,2,AT1G51310,0
1,8382918,8384180,1263,*,10.14,10.28,9.98,0.31,0.00168,0.00366,E50h_GM3D_2053,Promoter (<=1kb),1,8379454,8381965,2512,2,AT1G23700,-953
4,7279288,7279772,485,*,7.64,7.95,7.25,0.7,0.00168,0.00366,E50h_GM3D_16860,Promoter (<=1kb),4,7279891,7280757,867,1,AT4G12200,-119
2,10056021,10056201,181,*,6.32,6.76,5.68,1.09,0.00168,0.00367,E50h_GM3D_8415,Promoter (<=1kb),2,10052566,10055317,2752,2,AT2G23630,-704
1,11936371,11937500,1130,*,9.37,9.14,9.56,-0.42,0.00168,0.00367,E50h_GM3D_2975,Promoter (<=1kb),1,11937596,11940978,3383,1,AT1G32940,-96
5,23409739,23410379,641,*,8.19,8.43,7.92,0.51,0.00168,0.00367,E50h_GM3D_24724,Promoter (<=1kb),5,23408896,23409422,527,2,AT5G57785,-317
3,23041725,23042296,572,*,8.44,8.67,8.17,0.5,0.00169,0.00368,E50h_GM3D_15716,Promoter (1-2kb),3,23038290,23040584,2295,2,AT3G62260,-1141
2,9708542,9708852,311,*,6.49,5.96,6.88,-0.93,0.00169,0.00368,E50h_GM3D_8316,Promoter (<=1kb),2,9708750,9708848,99,2,AT2G22802,0
1,25528986,25529564,579,*,8.51,8.73,8.24,0.5,0.00169,0.00368,E50h_GM3D_5411,Promoter (1-2kb),1,25526215,25527534,1320,2,AT1G68120,-1452
4,16571118,16571742,625,*,7.84,7.52,8.1,-0.58,0.00169,0.00369,E50h_GM3D_19170,Promoter (1-2kb),4,16567824,16569295,1472,2,AT4G34720,-1823
1,10672668,10673069,402,*,7.52,7.84,7.11,0.73,0.0017,0.00369,E50h_GM3D_2635,Promoter (<=1kb),1,10670320,10672740,2421,2,AT1G30290,0
1,26999163,26999390,228,*,6.17,6.61,5.54,1.08,0.0017,0.0037,E50h_GM3D_5846,Promoter (<=1kb),1,26999452,27002342,2891,1,AT1G71800,-62
3,18453857,18454686,830,*,7.93,7.59,8.21,-0.61,0.0017,0.0037,E50h_GM3D_14548,Promoter (1-2kb),3,18455347,18456125,779,2,AT3G49760,1439
3,6429583,6429904,322,*,6.36,5.77,6.77,-1,0.0017,0.0037,E50h_GM3D_12569,Promoter (<=1kb),3,6429534,6430514,981,2,AT3G18690,610
5,20333248,20334322,1075,*,9.52,9.32,9.69,-0.38,0.0017,0.0037,E50h_GM3D_23871,Promoter (2-3kb),5,20333964,20336665,2702,2,AT5G49980,2343
5,8945820,8947560,1741,*,10.92,11.05,10.77,0.28,0.0017,0.0037,E50h_GM3D_21982,Promoter (<=1kb),5,8946824,8946896,73,2,AT5G25625,0
3,5061781,5062062,282,*,7.57,7.85,7.21,0.64,0.0017,0.00371,E50h_GM3D_12207,Promoter (<=1kb),3,5061681,5064115,2435,1,AT3G15030,100
2,9102882,9103238,357,*,7.43,7.72,7.07,0.65,0.00171,0.00371,E50h_GM3D_8167,Promoter (<=1kb),2,9101313,9103050,1738,2,AT2G21240,0
5,22713871,22714187,317,*,6.6,6.1,6.97,-0.86,0.00171,0.00371,E50h_GM3D_24526,Promoter (<=1kb),5,22714518,22716835,2318,1,AT5G56090,-331
3,10142960,10144120,1161,*,9.09,9.28,8.87,0.41,0.00171,0.00371,E50h_GM3D_13483,Promoter (1-2kb),3,10145244,10145642,399,2,AT3G27410,1522
2,3283410,3283708,299,*,9.8,10.2,9.26,0.93,0.00171,0.0037200000000000002,E50h_GM3D_7298,Promoter (<=1kb),2,3283224,3283553,330,1,AT2G07669,186
2,12870661,12872487,1827,*,10.85,10.98,10.72,0.26,0.00171,0.0037200000000000002,E50h_GM3D_9156,Promoter (<=1kb),2,12872134,12873820,1687,1,AT2G30140,0
1,60567,60890,324,*,7.86,8.11,7.55,0.57,0.00171,0.0037200000000000002,E50h_GM3D_20,Promoter (1-2kb),1,57269,59167,1899,2,AT1G01120,-1400
5,2529307,2529799,493,*,8.77,8.97,8.53,0.44,0.00171,0.0037200000000000002,E50h_GM3D_20382,Promoter (<=1kb),5,2524778,2529330,4553,2,AT5G07920,0
2,18841280,18842582,1303,*,9.31,9.08,9.51,-0.43,0.00171,0.0037200000000000002,E50h_GM3D_10764,Promoter (<=1kb),2,18842539,18845467,2929,1,AT2G45750,0
2,10084957,10085521,565,*,7.11,7.43,6.69,0.74,0.00172,0.00373,E50h_GM3D_8426,Promoter (<=1kb),2,10085907,10088039,2133,1,AT2G23710,-386
2,9866542,9867004,463,*,8.56,8.79,8.29,0.5,0.00172,0.00373,E50h_GM3D_8361,Promoter (<=1kb),2,9863855,9866562,2708,2,AT2G23170,0
3,9865310,9867971,2662,*,11.18,11.04,11.31,-0.27,0.00172,0.00373,E50h_GM3D_13414,Promoter (<=1kb),3,9867845,9870640,2796,1,AT3G26810,0
2,19177444,19179405,1962,*,9.97,9.57,10.28,-0.71,0.00172,0.00373,E50h_GM3D_10862,Promoter (1-2kb),2,19176126,19176261,136,1,AT2G46685,1318
4,15449101,15449761,661,*,7.58,7.21,7.87,-0.66,0.00172,0.00374,E50h_GM3D_18909,Promoter (1-2kb),4,15449630,15450838,1209,2,AT4G31930,1077
4,18018241,18020382,2142,*,9.96,9.78,10.13,-0.35,0.00172,0.00374,E50h_GM3D_19594,Promoter (<=1kb),4,18015736,18018306,2571,2,AT4G38520,0
5,26244673,26245256,584,*,7.99,8.25,7.68,0.57,0.00173,0.00375,E50h_GM3D_25462,Promoter (1-2kb),5,26245249,26246379,1131,2,AT5G65660,1123
1,23844207,23844822,616,*,7.84,8.09,7.53,0.57,0.00173,0.00376,E50h_GM3D_5002,Promoter (<=1kb),1,23844954,23847206,2253,1,AT1G64255,-132
3,4955609,4956307,699,*,8.24,7.95,8.48,-0.53,0.00174,0.00377,E50h_GM3D_12181,Promoter (<=1kb),3,4953576,4955656,2081,2,AT3G14750,0
5,2018967,2019196,230,*,5.99,5.32,6.45,-1.12,0.00174,0.00377,E50h_GM3D_20261,Promoter (2-3kb),5,2016645,2018835,2191,1,AT5G06590,2322
4,9859327,9859601,275,*,6.79,7.15,6.31,0.83,0.00174,0.00377,E50h_GM3D_17508,Promoter (<=1kb),4,9856296,9859288,2993,2,AT4G17710,-39
3,22789281,22789566,286,*,8.15,8.4,7.84,0.55,0.00174,0.00378,E50h_GM3D_15644,Promoter (2-3kb),3,22791962,22794341,2380,1,AT3G61590,-2396
2,8732308,8733029,722,*,7.82,7.5,8.08,-0.57,0.00174,0.00378,E50h_GM3D_8066,Promoter (1-2kb),2,8727626,8730500,2875,2,AT2G20240,-1808
2,12612327,12613281,955,*,8.73,8.95,8.47,0.47,0.00174,0.00378,E50h_GM3D_9084,Promoter (<=1kb),2,12610543,12612894,2352,2,AT2G29390,0
4,18524873,18525248,376,*,7.11,6.68,7.44,-0.76,0.00174,0.00378,E50h_GM3D_19728,Promoter (<=1kb),4,18525246,18527579,2334,1,AT4G39950,0
1,8296716,8299552,2837,*,10.53,10.66,10.38,0.28,0.00175,0.00379,E50h_GM3D_2037,Promoter (<=1kb),1,8295185,8296923,1739,2,AT1G23360,0
4,5363823,5364017,195,*,6.25,6.67,5.66,1.01,0.00175,0.00379,E50h_GM3D_16471,Promoter (1-2kb),4,5365610,5371101,5492,1,AT4G08450,-1593
3,1983725,1984778,1054,*,9.16,8.91,9.38,-0.46,0.00175,0.00379,E50h_GM3D_11466,Promoter (<=1kb),3,1984168,1985259,1092,1,AT3G06470,0
1,26982456,26982644,189,*,6.59,6.04,6.99,-0.95,0.00175,0.0038,E50h_GM3D_5841,Promoter (1-2kb),1,26983721,26985990,2270,1,AT1G71720,-1077
3,22431998,22432856,859,*,9.74,9.89,9.56,0.33,0.00175,0.0038,E50h_GM3D_15565,Promoter (2-3kb),3,22429960,22432042,2083,1,AT3G60680,2038
3,2078785,2078977,193,*,5.78,5.06,6.26,-1.2,0.00175,0.0038,E50h_GM3D_11484,Promoter (<=1kb),3,2074189,2078317,4129,2,AT3G06640,-468
3,7911107,7911708,602,*,10.4,10.23,10.56,-0.34,0.00175,0.0038,E50h_GM3D_12901,Promoter (1-2kb),3,7912905,7919510,6606,1,AT3G22380,-1197
1,13103308,13103732,425,*,6.85,7.21,6.38,0.83,0.00176,0.00381,E50h_GM3D_3175,Promoter (1-2kb),1,13105206,13105570,365,2,AT1G35537,1838
1,20414968,20415742,775,*,9.57,9.74,9.37,0.37,0.00176,0.00382,E50h_GM3D_4212,Promoter (<=1kb),1,20414316,20415287,972,2,AT1G54690,0
3,8481891,8483196,1306,*,9.5,9.69,9.29,0.4,0.00176,0.00382,E50h_GM3D_13071,Promoter (1-2kb),3,8480025,8482157,2133,1,AT3G23620,1866
1,5204371,5204555,185,*,5.87,5.16,6.34,-1.18,0.00176,0.00382,E50h_GM3D_1274,Promoter (<=1kb),1,5204625,5205912,1288,1,AT1G15125,-70
1,15906781,15907145,365,*,6.93,7.28,6.46,0.83,0.00177,0.00383,E50h_GM3D_3303,Promoter (2-3kb),1,15909367,15912626,3260,1,AT1G42450,-2222
1,30403611,30404329,719,*,7.97,7.67,8.22,-0.55,0.00177,0.00383,E50h_GM3D_6710,Promoter (<=1kb),1,30403644,30404690,1047,2,AT1G80920,361
3,2726823,2727209,387,*,7.68,7.95,7.35,0.6,0.00177,0.00384,E50h_GM3D_11643,Promoter (<=1kb),3,2727215,2729601,2387,1,AT3G08950,-6
1,21531578,21532047,470,*,8.09,7.8,8.33,-0.54,0.00177,0.00384,E50h_GM3D_4454,Promoter (1-2kb),1,21530103,21530458,356,1,AT1G58150,1475
1,27965260,27965652,393,*,7.21,7.52,6.82,0.71,0.00177,0.00384,E50h_GM3D_6083,Promoter (<=1kb),1,27965551,27967926,2376,1,AT1G74410,0
5,494419,495300,882,*,8.43,8.65,8.17,0.48,0.00177,0.00384,E50h_GM3D_19879,Promoter (<=1kb),5,492255,494150,1896,2,AT5G02340,-269
1,6782975,6783267,293,*,5.9,5.2,6.37,-1.17,0.00177,0.00385,E50h_GM3D_1630,Promoter (<=1kb),1,6784020,6785075,1056,1,AT1G19620,-753
5,3654234,3654473,240,*,6.74,7.11,6.23,0.88,0.00178,0.00385,E50h_GM3D_20671,Promoter (<=1kb),5,3654427,3656555,2129,1,AT5G11450,0
1,7763308,7763963,656,*,7.93,8.19,7.62,0.57,0.00178,0.00385,E50h_GM3D_1886,Promoter (2-3kb),1,7759164,7760556,1393,2,AT1G22030,-2752
1,4348007,4348682,676,*,8.26,8.48,7.98,0.5,0.00178,0.00386,E50h_GM3D_1036,Promoter (<=1kb),1,4344985,4348328,3344,2,AT1G12750,0
5,21923479,21925205,1727,*,9.95,10.11,9.77,0.33,0.00178,0.00386,E50h_GM3D_24313,Promoter (<=1kb),5,21921864,21923534,1671,2,AT5G54020,0
2,15805486,15805730,245,*,6.33,6.75,5.74,1,0.00179,0.00387,E50h_GM3D_9946,Promoter (<=1kb),2,15803243,15805573,2331,2,AT2G37680,0
2,1122580,1123868,1289,*,10.08,9.91,10.23,-0.32,0.00179,0.00388,E50h_GM3D_7015,Promoter (<=1kb),2,1121900,1123171,1272,2,AT2G03690,0
1,10149456,10150014,559,*,9.01,9.22,8.76,0.46,0.00179,0.00388,E50h_GM3D_2494,Promoter (<=1kb),1,10149791,10151360,1570,1,AT1G29070,0
2,12685046,12685715,670,*,10.19,10.33,10.03,0.3,0.00179,0.00388,E50h_GM3D_9104,Promoter (<=1kb),2,12681958,12685087,3130,2,AT2G29670,0
5,7306503,7308159,1657,*,10.01,9.85,10.16,-0.31,0.0018,0.00389,E50h_GM3D_21571,Promoter (<=1kb),5,7307894,7310367,2474,1,AT5G22070,0
4,2714167,2714591,425,*,7.5,7.79,7.13,0.66,0.0018,0.00389,E50h_GM3D_16367,Promoter (<=1kb),4,2714765,2716012,1248,1,AT4G05310,-174
1,176891,177216,326,*,8.1,8.36,7.79,0.57,0.0018,0.00389,E50h_GM3D_59,Promoter (1-2kb),1,175782,178400,2619,1,AT1G01480,1109
5,3204746,3205406,661,*,7.54,7.18,7.82,-0.65,0.0018,0.00389,E50h_GM3D_20548,Promoter (<=1kb),5,3206140,3207136,997,1,AT5G10210,-734
3,2120066,2120557,492,*,7.67,7.95,7.32,0.63,0.0018,0.00389,E50h_GM3D_11494,Promoter (<=1kb),3,2120324,2124131,3808,1,AT3G06720,0
4,94859,95744,886,*,7.56,7.2,7.85,-0.65,0.0018,0.00389,E50h_GM3D_15851,Promoter (<=1kb),4,93923,97454,3532,1,AT4G00230,936
3,3684553,3685073,521,*,8.6,8.82,8.34,0.47,0.0018,0.0039,E50h_GM3D_11878,Promoter (<=1kb),3,3680893,3684558,3666,2,AT3G11670,0
5,20735932,20736362,431,*,7.6,7.89,7.23,0.66,0.0018,0.0039,E50h_GM3D_23970,Promoter (<=1kb),5,20736337,20739295,2959,1,AT5G50970,0
5,5663730,5664838,1109,*,9.96,9.8,10.11,-0.32,0.0018,0.0039,E50h_GM3D_21157,Promoter (<=1kb),5,5664160,5664273,114,1,AT5G17233,0
3,23016026,23016543,518,*,7.46,7.75,7.08,0.67,0.00181,0.00391,E50h_GM3D_15711,Promoter (<=1kb),3,23014208,23015839,1632,2,AT3G62160,-187
2,11533076,11533264,189,*,5.96,5.31,6.4,-1.09,0.00181,0.00391,E50h_GM3D_8796,Promoter (1-2kb),2,11532004,11534333,2330,1,AT2G27030,1072
4,6747965,6748447,483,*,7.85,8.1,7.54,0.57,0.00181,0.00391,E50h_GM3D_16725,Promoter (2-3kb),4,6747467,6751311,3845,2,AT4G11050,2864
5,2314508,2314693,186,*,5.41,4.52,5.95,-1.43,0.00181,0.00391,E50h_GM3D_20335,Promoter (<=1kb),5,2313119,2313563,445,2,AT5G07322,-945
2,14880567,14881306,740,*,8.23,8.46,7.95,0.52,0.00181,0.00391,E50h_GM3D_9677,Promoter (<=1kb),2,14880274,14880636,363,2,AT2G35345,0
5,6825680,6826590,911,*,8.25,8.48,7.98,0.5,0.00181,0.00391,E50h_GM3D_21453,Promoter (<=1kb),5,6825261,6825940,680,2,AT5G20225,0
5,21772646,21773160,515,*,7.69,8,7.3,0.7,0.00181,0.00391,E50h_GM3D_24275,Promoter (<=1kb),5,21773688,21774927,1240,1,AT5G53592,-528
1,20273412,20273791,380,*,7.19,7.55,6.73,0.82,0.00181,0.00392,E50h_GM3D_4182,Promoter (<=1kb),1,20273567,20275574,2008,1,AT1G54310,0
3,18022469,18022816,348,*,7.04,7.37,6.6,0.77,0.00182,0.00392,E50h_GM3D_14432,Promoter (<=1kb),3,18021650,18022324,675,2,AT3G48640,-145
3,9943309,9943871,563,*,8.55,8.76,8.3,0.46,0.00182,0.00393,E50h_GM3D_13430,Promoter (<=1kb),3,9941138,9943480,2343,2,AT3G26950,0
4,14325368,14326855,1488,*,9.57,9.39,9.74,-0.35,0.00182,0.00393,E50h_GM3D_18621,Promoter (<=1kb),4,14323361,14325328,1968,2,AT4G29080,-40
1,4003443,4003814,372,*,7.01,6.56,7.35,-0.79,0.00182,0.00394,E50h_GM3D_939,Promoter (<=1kb),1,4003846,4006739,2894,1,AT1G11870,-32
4,1439493,1440393,901,*,9.81,9.97,9.62,0.35,0.00183,0.00395,E50h_GM3D_16182,Promoter (<=1kb),4,1440146,1441863,1718,1,AT4G03280,0
3,6019635,6020027,393,*,7.87,8.14,7.54,0.6,0.00183,0.00395,E50h_GM3D_12462,Promoter (<=1kb),3,6017212,6019666,2455,2,AT3G17590,0
3,17162948,17163761,814,*,8.81,9.02,8.57,0.45,0.00183,0.00396,E50h_GM3D_14239,Promoter (<=1kb),3,17160005,17162475,2471,2,AT3G46610,-473
3,5892114,5892627,514,*,7.59,7.87,7.25,0.62,0.00183,0.00396,E50h_GM3D_12427,Promoter (<=1kb),3,5889872,5892252,2381,2,AT3G17240,0
1,4818016,4818421,406,*,7.09,7.42,6.68,0.74,0.00183,0.00396,E50h_GM3D_1156,Promoter (<=1kb),1,4817144,4818020,877,2,AT1G14060,0
1,8178750,8179388,639,*,8.41,8.13,8.64,-0.51,0.00183,0.00396,E50h_GM3D_2012,Promoter (<=1kb),1,8177832,8177996,165,1,AT1G23074,918
1,17350445,17351083,639,*,8,8.29,7.64,0.65,0.00184,0.00397,E50h_GM3D_3520,Promoter (<=1kb),1,17351050,17353875,2826,1,AT1G47330,0
3,3181582,3182692,1111,*,9.38,9.56,9.19,0.37,0.00184,0.00397,E50h_GM3D_11753,Promoter (<=1kb),3,3181970,3183328,1359,1,AT3G10282,0
1,22132056,22132400,345,*,7.21,7.52,6.82,0.71,0.00184,0.00398,E50h_GM3D_4578,Distal Intergenic,1,22139184,22141790,2607,1,AT1G60060,-6784
2,14395313,14396112,800,*,8.63,8.39,8.83,-0.45,0.00184,0.00398,E50h_GM3D_9562,Promoter (<=1kb),2,14393181,14394858,1678,2,AT2G34080,-455
5,16181003,16181902,900,*,8.96,9.17,8.71,0.46,0.00184,0.00398,E50h_GM3D_22821,Promoter (<=1kb),5,16181682,16184627,2946,1,AT5G40440,0
5,4600605,4601021,417,*,8.16,8.41,7.86,0.55,0.00185,0.00399,E50h_GM3D_20896,Promoter (<=1kb),5,4600991,4604482,3492,1,AT5G14260,0
1,18035824,18036360,537,*,7.07,6.66,7.38,-0.73,0.00185,0.00399,E50h_GM3D_3680,Promoter (<=1kb),1,18035967,18036510,544,1,AT1G48750,0
5,4526216,4526900,685,*,8.6,8.81,8.35,0.46,0.00185,0.00399,E50h_GM3D_20874,Promoter (<=1kb),5,4526784,4529614,2831,1,AT5G14030,0
3,8195513,8195730,218,*,5.92,5.2,6.4,-1.21,0.00185,0.004,E50h_GM3D_12986,Promoter (<=1kb),3,8194679,8197153,2475,1,AT3G23050,834
2,11731273,11732195,923,*,8.24,8.48,7.94,0.54,0.00185,0.004,E50h_GM3D_8841,Promoter (1-2kb),2,11729826,11733210,3385,2,AT2G27430,1015
1,22977421,22978128,708,*,9.08,8.85,9.28,-0.42,0.0018600000000000001,0.00401,E50h_GM3D_4769,Promoter (<=1kb),1,22975530,22977625,2096,2,AT1G62180,0
4,7663176,7664926,1751,*,9.76,9.92,9.58,0.34,0.0018600000000000001,0.00401,E50h_GM3D_16956,Promoter (<=1kb),4,7662371,7663177,807,2,AT4G13195,0
4,17437041,17437713,673,*,7.78,8.05,7.46,0.58,0.0018600000000000001,0.00402,E50h_GM3D_19416,Promoter (<=1kb),4,17433601,17437069,3469,2,AT4G36980,0
1,6669448,6669797,350,*,8.28,8.5,8.01,0.49,0.0018600000000000001,0.00402,E50h_GM3D_1602,Promoter (2-3kb),1,6671137,6672653,1517,2,AT1G19300,2856
2,7607480,7608075,596,*,8.56,8.8,8.28,0.52,0.00187,0.00403,E50h_GM3D_7780,Promoter (<=1kb),2,7606757,7609278,2522,1,AT2G17500,723
3,202704,202922,219,*,6.34,5.78,6.74,-0.95,0.00187,0.00403,E50h_GM3D_11028,Promoter (<=1kb),3,201920,202740,821,2,AT3G01513,0
1,6970616,6971689,1074,*,10.32,10.46,10.17,0.29,0.00187,0.00403,E50h_GM3D_1682,Promoter (<=1kb),1,6969107,6970956,1850,2,AT1G20100,0
4,12757497,12758403,907,*,9.75,9.91,9.57,0.34,0.00187,0.00404,E50h_GM3D_18215,Promoter (<=1kb),4,12754529,12757786,3258,2,AT4G24740,0
3,15367263,15367756,494,*,7.2,7.51,6.8,0.71,0.00187,0.00404,E50h_GM3D_13942,Promoter (<=1kb),3,15367596,15370059,2464,1,AT3G43440,0
3,23214089,23214285,197,*,6.79,7.14,6.33,0.81,0.00187,0.00404,E50h_GM3D_15758,Promoter (<=1kb),3,23214371,23217045,2675,1,AT3G62750,-86
2,14121526,14123712,2187,*,10.62,10.76,10.47,0.28,0.00188,0.00405,E50h_GM3D_9483,Promoter (<=1kb),2,14119526,14122094,2569,2,AT2G33320,0
5,13959629,13960168,540,*,8.12,8.36,7.83,0.53,0.00188,0.00405,E50h_GM3D_22432,Promoter (<=1kb),5,13956690,13959753,3064,2,AT5G35790,0
1,25320578,25320949,372,*,7.5,7.78,7.15,0.63,0.00188,0.00405,E50h_GM3D_5359,Promoter (<=1kb),1,25319899,25324264,4366,1,AT1G67560,679
4,13285204,13286102,899,*,9.11,8.88,9.31,-0.42,0.00188,0.00405,E50h_GM3D_18359,Promoter (<=1kb),4,13285423,13285494,72,2,AT4G26225,0
